"concat(rev_year,"-",rev_month)","reviews <= 3 stars in %"
2016-10,0.03
2016-11,0.04
2016-12,0.09
2017-1,0.01
2017-2,0.16
2017-3,0.52
2017-4,0.42
2017-5,0.84
2017-6,0.77
2017-7,0.75
2017-8,1.04
2017-9,0.64
2017-10,0.88
2017-11,1.40
2017-12,1.76
2018-1,1.66
2018-2,2.35
2018-3,5.18
2018-4,2.78
2018-5,1.52
2018-6,1.48
2018-7,1.04
2018-8,1.50
